,sim_id,service,recovery_metric,access_metric,time_step,value
353,0,supermarket,1,ede_quin2,27,1107.41022589021
354,0,supermarket,1,mean_quin3,27,1507.13139506789
355,0,supermarket,1,ede_quin3,27,1558.93242640802
356,0,supermarket,1,mean_quin4,27,2033.89676260731
357,0,supermarket,1,ede_quin4,27,2109.24699891219
358,0,supermarket,1,mean_quin5,27,3213.42063428852
359,0,supermarket,1,ede_quin5,27,3413.0438148253
360,0,supermarket,1,mean_all,28,1635.42321079746
361,0,supermarket,1,ede_all,28,1989.20730115059
362,0,supermarket,1,mean_quin1,28,557.548310976838
363,0,supermarket,1,ede_quin1,28,599.538146025603
364,0,supermarket,1,mean_quin2,28,997.60977005481
365,0,supermarket,1,ede_quin2,28,1027.88598531866
366,0,supermarket,1,mean_quin3,28,1432.44962308522
367,0,supermarket,1,ede_quin3,28,1451.08718005639
368,0,supermarket,1,mean_quin4,28,1906.76157005492
369,0,supermarket,1,ede_quin4,28,1917.19478283884
370,0,supermarket,1,mean_quin5,28,3108.09288014099
371,0,supermarket,1,ede_quin5,28,3302.84934553621
372,0,supermarket,1,mean_all,29,1592.86767268798
373,0,supermarket,1,ede_all,29,1948.34849569501
374,0,supermarket,1,mean_quin1,29,497.679929909366
375,0,supermarket,1,ede_quin1,29,507.344740756008
376,0,supermarket,1,mean_quin2,29,930.848056693522
377,0,supermarket,1,ede_quin2,29,935.5866747315
378,0,supermarket,1,mean_quin3,29,1374.81544545206
379,0,supermarket,1,ede_quin3,29,1379.01741589999
380,0,supermarket,1,mean_quin4,29,1889.09629310484
381,0,supermarket,1,ede_quin4,29,1896.36157124021
382,0,supermarket,1,mean_quin5,29,3096.65898900205
383,0,supermarket,1,ede_quin5,29,3293.29129700558
384,0,supermarket,1,mean_all,30,1589.84217060331
385,0,supermarket,1,ede_all,30,1946.55347722366
386,0,supermarket,1,mean_quin1,30,486.709589526687
387,0,supermarket,1,ede_quin1,30,496.083677501497
388,0,supermarket,1,mean_quin2,30,927.150165396348
389,0,supermarket,1,ede_quin2,30,931.688966757242
390,0,supermarket,1,mean_quin3,30,1374.35176457323
391,0,supermarket,1,ede_quin3,30,1378.55599965256
392,0,supermarket,1,mean_quin4,30,1889.09629310484
393,0,supermarket,1,ede_quin4,30,1896.36157124021
394,0,supermarket,1,mean_quin5,30,3096.65898900205
395,0,supermarket,1,ede_quin5,30,3293.29129700558
396,0,supermarket,1,mean_all,31,1577.7394050512
397,0,supermarket,1,ede_all,31,1938.24067867495
398,0,supermarket,1,mean_quin1,31,453.119568177241
399,0,supermarket,1,ede_quin1,31,458.271180144739
400,0,supermarket,1,mean_quin2,31,912.478801097813
401,0,supermarket,1,ede_quin2,31,915.827049475376
402,0,supermarket,1,mean_quin3,31,1365.46676143228
403,0,supermarket,1,ede_quin3,31,1368.87115297811
404,0,supermarket,1,mean_quin4,31,1885.75110248522
405,0,supermarket,1,ede_quin4,31,1892.90326956454
406,0,supermarket,1,mean_quin5,31,3096.62077578757
407,0,supermarket,1,ede_quin5,31,3293.26629808994
408,0,supermarket,1,mean_all,32,1577.7394050512
409,0,supermarket,1,ede_all,32,1938.24067867495
410,0,supermarket,1,mean_quin1,32,453.119568177241
411,0,supermarket,1,ede_quin1,32,458.271180144739
412,0,supermarket,1,mean_quin2,32,912.478801097813
413,0,supermarket,1,ede_quin2,32,915.827049475376
414,0,supermarket,1,mean_quin3,32,1365.46676143228
415,0,supermarket,1,ede_quin3,32,1368.87115297811
416,0,supermarket,1,mean_quin4,32,1885.75110248522
417,0,supermarket,1,ede_quin4,32,1892.90326956454
418,0,supermarket,1,mean_quin5,32,3096.62077578757
419,0,supermarket,1,ede_quin5,32,3293.26629808994
420,0,supermarket,1,mean_all,33,1577.7394050512
421,0,supermarket,1,ede_all,33,1938.24067867495
422,0,supermarket,1,mean_quin1,33,453.119568177241
423,0,supermarket,1,ede_quin1,33,458.271180144739
424,0,supermarket,1,mean_quin2,33,912.478801097813
425,0,supermarket,1,ede_quin2,33,915.827049475376
426,0,supermarket,1,mean_quin3,33,1365.46676143228
427,0,supermarket,1,ede_quin3,33,1368.87115297811
428,0,supermarket,1,mean_quin4,33,1885.75110248522
429,0,supermarket,1,ede_quin4,33,1892.90326956454
430,0,supermarket,1,mean_quin5,33,3096.62077578757
431,0,supermarket,1,ede_quin5,33,3293.26629808994
432,0,supermarket,1,mean_all,34,1577.7394050512
433,0,supermarket,1,ede_all,34,1938.24067867495
434,0,supermarket,1,mean_quin1,34,453.119568177241
435,0,supermarket,1,ede_quin1,34,458.271180144739
436,0,supermarket,1,mean_quin2,34,912.478801097813
437,0,supermarket,1,ede_quin2,34,915.827049475376
438,0,supermarket,1,mean_quin3,34,1365.46676143228
439,0,supermarket,1,ede_quin3,34,1368.87115297811
440,0,supermarket,1,mean_quin4,34,1885.75110248522
441,0,supermarket,1,ede_quin4,34,1892.90326956454
442,0,supermarket,1,mean_quin5,34,3096.62077578757
443,0,supermarket,1,ede_quin5,34,3293.26629808994
444,0,supermarket,1,mean_all,35,1577.7394050512
445,0,supermarket,1,ede_all,35,1938.24067867495
446,0,supermarket,1,mean_quin1,35,453.119568177241
447,0,supermarket,1,ede_quin1,35,458.271180144739
448,0,supermarket,1,mean_quin2,35,912.478801097813
449,0,supermarket,1,ede_quin2,35,915.827049475376
450,0,supermarket,1,mean_quin3,35,1365.46676143228
451,0,supermarket,1,ede_quin3,35,1368.87115297811
452,0,supermarket,1,mean_quin4,35,1885.75110248522
453,0,supermarket,1,ede_quin4,35,1892.90326956454
454,0,supermarket,1,mean_quin5,35,3096.62077578757
455,0,supermarket,1,ede_quin5,35,3293.26629808994
456,0,supermarket,1,mean_all,36,1577.7394050512
457,0,supermarket,1,ede_all,36,1938.24067867495
458,0,supermarket,1,mean_quin1,36,453.119568177241
459,0,supermarket,1,ede_quin1,36,458.271180144739
460,0,supermarket,1,mean_quin2,36,912.478801097813
461,0,supermarket,1,ede_quin2,36,915.827049475376
462,0,supermarket,1,mean_quin3,36,1365.46676143228
463,0,supermarket,1,ede_quin3,36,1368.87115297811
464,0,supermarket,1,mean_quin4,36,1885.75110248522
465,0,supermarket,1,ede_quin4,36,1892.90326956454
466,0,supermarket,1,mean_quin5,36,3096.62077578757
467,0,supermarket,1,ede_quin5,36,3293.26629808994
468,0,supermarket,1,mean_all,37,1577.7394050512
469,0,supermarket,1,ede_all,37,1938.24067867495
470,0,supermarket,1,mean_quin1,37,453.119568177241
471,0,supermarket,1,ede_quin1,37,458.271180144739
472,0,supermarket,1,mean_quin2,37,912.478801097813
473,0,supermarket,1,ede_quin2,37,915.827049475376
474,0,supermarket,1,mean_quin3,37,1365.46676143228
475,0,supermarket,1,ede_quin3,37,1368.87115297811
476,0,supermarket,1,mean_quin4,37,1885.75110248522
477,0,supermarket,1,ede_quin4,37,1892.90326956454
478,0,supermarket,1,mean_quin5,37,3096.62077578757
479,0,supermarket,1,ede_quin5,37,3293.26629808994
480,0,supermarket,1,mean_all,38,1577.7394050512
481,0,supermarket,1,ede_all,38,1938.24067867495
482,0,supermarket,1,mean_quin1,38,453.119568177241
483,0,supermarket,1,ede_quin1,38,458.271180144739
484,0,supermarket,1,mean_quin2,38,912.478801097813
485,0,supermarket,1,ede_quin2,38,915.827049475376
486,0,supermarket,1,mean_quin3,38,1365.46676143228
487,0,supermarket,1,ede_quin3,38,1368.87115297811
488,0,supermarket,1,mean_quin4,38,1885.75110248522
489,0,supermarket,1,ede_quin4,38,1892.90326956454
490,0,supermarket,1,mean_quin5,38,3096.62077578757
491,0,supermarket,1,ede_quin5,38,3293.26629808994
492,0,supermarket,1,mean_all,39,1577.7394050512
493,0,supermarket,1,ede_all,39,1938.24067867495
494,0,supermarket,1,mean_quin1,39,453.119568177241
495,0,supermarket,1,ede_quin1,39,458.271180144739
496,0,supermarket,1,mean_quin2,39,912.478801097813
