geoid,baseline_distance,raw_distance,change_distance
245100301002016,1027.8,1767.8,740.0
245100301002017,1023.0,1734.8,711.8
245100301002018,980.1,1702.4,722.3000000000001
245100301002019,1027.5,1768.2,740.7
245100301002020,903.3,1896.5,993.2
245100301002021,864.4,1931.3,1066.9
245100301002022,756.3,2039.4,1283.1000000000001
245100301002023,807.9,2092.4,1284.5
245100301002024,711.2,2087.1,1375.8999999999999
245100301002025,897.3,1900.4,1003.1000000000001
245100301002026,984.4,1816.0,831.6
245100301002027,830.6,1634.0,803.4
245100301002028,854.3,1762.9,908.6000000000001
245100301002029,943.9,1854.3,910.4
245100302001000,1059.0,1436.1,377.0999999999999
245100302001001,1026.7,1308.4,281.70000000000005
245100302001002,835.8,1400.4,564.6000000000001
245100302001003,833.9,1216.2,382.30000000000007
245100302001004,875.7,1126.3,250.5999999999999
245100302001005,971.6,1030.5,58.89999999999998
245100302001006,974.8,1030.9,56.100000000000136
245100302001007,973.9,973.9,0.0
245100302001008,1001.7,1249.1,247.39999999999986
245100302001009,883.5,1100.3,216.79999999999995
245100302001010,880.6,1103.3,222.69999999999993
245100302001011,847.2,1146.1,298.89999999999986
245100302001012,807.8,1224.5,416.70000000000005
245100302001013,831.3,1339.0,507.70000000000005
245100302001014,917.1,1491.7,574.6
245100302001015,869.4,1743.6,874.1999999999999
245100302001016,717.1,1701.0,983.9
245100302001017,702.2,1511.9,809.7
245100302001018,786.0,1431.1,645.0999999999999
245100302001019,732.4,1368.0,635.6
245100302001020,698.3,1295.0,596.7
245100302001021,805.3,1193.6,388.29999999999995
245100302001022,799.6,1210.6,410.9999999999999
245100302001023,802.4,1207.8,405.4
245100302001024,897.3,1236.6,339.29999999999995
245100302001025,895.8,1238.2,342.4000000000001
245100302001026,1003.4,1250.7,247.30000000000007
245100302001027,692.9,1450.0,757.1
245100302001028,690.0,1303.3,613.3
245100302001029,577.1,1469.0,891.9
245100302001030,691.5,1507.7,816.2
245100302001031,491.5,1540.8,1049.3
245100302001032,489.3,1619.6,1130.3
245100302001033,680.8,1825.5,1144.7
245100302001034,586.0,1716.5,1130.5
245100302001035,670.6,1474.7,804.1
245100302001036,635.8,1439.9,804.1000000000001
245100302001037,595.8,1383.5,787.7
245100302001038,554.3,1425.0,870.7
245100302001039,590.9,1465.1,874.1999999999999
245100302001040,485.9,1602.0,1116.1
245100302001041,450.5,1542.8,1092.3
245100302001042,446.5,1612.1,1165.6
245100302001043,449.9,1657.5,1207.6
245100302001044,706.1,1427.9,721.8000000000001
245100302001045,758.0,1386.0,628.0
245100302001046,638.0,1495.9,857.9000000000001
245100302001047,667.2,1521.2,854.0
245100302002000,531.9,1885.9,1354.0
245100302002001,391.0,1747.3,1356.3
245100302002002,426.9,1634.5,1207.6
245100302002003,374.3,1619.0,1244.7
245100302002004,398.9,1580.4,1181.5
245100302002005,434.4,1619.0,1184.6
245100302002006,510.9,1626.9,1116.0
245100302002007,494.5,1606.8,1112.3
245100302002008,554.3,1549.8,995.5
245100302002009,592.4,1511.7,919.3000000000001
245100302002010,630.7,1554.4,923.7
245100302002011,360.3,1754.3,1394.0
245100302002012,329.5,2138.0,1808.5
245100302002013,272.7,2098.7,1825.9999999999998
245100302002014,286.5,1937.0,1650.5
245100302002015,285.7,2094.1,1808.3999999999999
245100302002016,332.0,1975.1,1643.1
245100302002017,142.7,2118.5,1975.8
245100302002018,255.3,2071.9,1816.6000000000001
245100302002019,323.5,1873.9,1550.4
245100302002020,274.2,1924.7,1650.5
