,id_orig,dest_type,mode,duration,population,city
0,7011285,police_station,cycling,2025.9,174,hamilton
15,7011285,police_station,walking,5672.8,174,hamilton
14,7011285,downtown,cycling,2849.1,174,hamilton
13,7011285,hospital,cycling,3054.5,174,hamilton
12,7011285,library,walking,5846.3,174,hamilton
10,7011285,supermarket,walking,4344.0,174,hamilton
9,7011285,primary_school,cycling,1805.0,174,hamilton
8,7011285,fire_station,walking,3537.2,174,hamilton
11,7011285,fire_station,cycling,1303.9,174,hamilton
6,7011285,library,cycling,2110.6,174,hamilton
5,7011285,clinic,walking,4931.1,174,hamilton
4,7011285,downtown,walking,8244.6,174,hamilton
3,7011285,hospital,walking,8542.4,174,hamilton
2,7011285,supermarket,cycling,1625.4,174,hamilton
1,7011285,primary_school,walking,4837.8,174,hamilton
7,7011285,clinic,cycling,1794.4,174,hamilton
25,7011290,library,cycling,2392.4,162,hamilton
31,7011290,police_station,walking,4349.0,162,hamilton
30,7011290,fire_station,cycling,2448.8,162,hamilton
29,7011290,fire_station,walking,6378.2,162,hamilton
28,7011290,supermarket,cycling,1282.1,162,hamilton
26,7011290,police_station,cycling,1630.3,162,hamilton
24,7011290,primary_school,walking,5038.9,162,hamilton
27,7011290,hospital,walking,8048.6,162,hamilton
22,7011290,downtown,cycling,3252.1,162,hamilton
21,7011290,hospital,cycling,2908.9,162,hamilton
20,7011290,supermarket,walking,3106.4,162,hamilton
19,7011290,clinic,walking,4387.1,162,hamilton
18,7011290,downtown,walking,8997.0,162,hamilton
17,7011290,primary_school,cycling,2000.9,162,hamilton
16,7011290,library,walking,6373.9,162,hamilton
23,7011290,clinic,cycling,1645.5,162,hamilton
47,7011291,downtown,cycling,2742.4,126,hamilton
46,7011291,hospital,cycling,2399.2,126,hamilton
45,7011291,supermarket,cycling,772.4,126,hamilton
44,7011291,fire_station,walking,5323.3,126,hamilton
43,7011291,clinic,walking,3332.2,126,hamilton
42,7011291,hospital,walking,6993.7,126,hamilton
41,7011291,clinic,cycling,1135.8,126,hamilton
40,7011291,police_station,cycling,1120.6,126,hamilton
39,7011291,primary_school,walking,3984.0,126,hamilton
37,7011291,fire_station,cycling,1939.1,126,hamilton
36,7011291,supermarket,walking,2051.5,126,hamilton
35,7011291,primary_school,cycling,1491.2,126,hamilton
34,7011291,downtown,walking,7942.1,126,hamilton
33,7011291,police_station,walking,3294.1,126,hamilton
32,7011291,library,walking,5319.0,126,hamilton
38,7011291,library,cycling,1882.7,126,hamilton
57,7011292,fire_station,walking,5187.8,225,hamilton
63,7011292,library,cycling,1828.1,225,hamilton
62,7011292,police_station,cycling,1263.8,225,hamilton
61,7011292,supermarket,walking,1691.6,225,hamilton
60,7011292,supermarket,cycling,808.9,225,hamilton
58,7011292,hospital,walking,5975.4,225,hamilton
56,7011292,library,walking,4581.5,225,hamilton
59,7011292,primary_school,cycling,1666.7,225,hamilton
54,7011292,clinic,cycling,1240.9,225,hamilton
48,7011292,downtown,walking,7613.3,225,hamilton
49,7011292,primary_school,walking,3848.5,225,hamilton
50,7011292,downtown,cycling,2870.2,225,hamilton
55,7011292,clinic,walking,2917.9,225,hamilton
52,7011292,fire_station,cycling,2094.7,225,hamilton
53,7011292,police_station,walking,2956.0,225,hamilton
51,7011292,hospital,cycling,2281.4,225,hamilton
74,7011293,fire_station,walking,4620.4,201,hamilton
79,7011293,primary_school,cycling,2081.6,201,hamilton
78,7011293,fire_station,cycling,1598.4,201,hamilton
77,7011293,downtown,walking,7878.0,201,hamilton
76,7011293,hospital,cycling,1962.5,201,hamilton
75,7011293,clinic,cycling,1219.1,201,hamilton
73,7011293,supermarket,walking,3392.3,201,hamilton
72,7011293,library,walking,5055.1,201,hamilton
71,7011293,clinic,walking,3318.6,201,hamilton
70,7011293,library,cycling,1809.8,201,hamilton
69,7011293,police_station,cycling,1797.9,201,hamilton
68,7011293,supermarket,cycling,1244.0,201,hamilton
67,7011293,hospital,walking,5662.8,201,hamilton
66,7011293,primary_school,walking,6038.2,201,hamilton
65,7011293,downtown,cycling,2769.5,201,hamilton
64,7011293,police_station,walking,4827.9,201,hamilton
94,7011359,clinic,cycling,2328.6,126,hamilton
93,7011359,primary_school,cycling,1792.2,126,hamilton
92,7011359,fire_station,cycling,1838.1,126,hamilton
91,7011359,police_station,walking,7050.1,126,hamilton
90,7011359,fire_station,walking,5362.6,126,hamilton
89,7011359,supermarket,walking,5913.3,126,hamilton
88,7011359,library,cycling,2357.8,126,hamilton
95,7011359,hospital,cycling,3414.8,126,hamilton
87,7011359,downtown,cycling,3078.8,126,hamilton
85,7011359,downtown,walking,8881.0,126,hamilton
84,7011359,library,walking,6909.3,126,hamilton
83,7011359,police_station,cycling,2467.5,126,hamilton
82,7011359,primary_school,walking,5242.0,126,hamilton
81,7011359,supermarket,cycling,2032.8,126,hamilton
80,7011359,hospital,walking,9903.5,126,hamilton
86,7011359,clinic,walking,6756.5,126,hamilton
111,7011364,downtown,cycling,2244.3,150,hamilton
110,7011364,primary_school,walking,2760.3,150,hamilton
109,7011364,hospital,walking,7421.8,150,hamilton
108,7011364,hospital,cycling,2580.3,150,hamilton
107,7011364,downtown,walking,6399.3,150,hamilton
106,7011364,supermarket,cycling,1198.3,150,hamilton
105,7011364,library,cycling,1523.3,150,hamilton
104,7011364,clinic,walking,4625.9,150,hamilton
103,7011364,primary_school,cycling,957.7,150,hamilton
101,7011364,police_station,walking,4568.4,150,hamilton
100,7011364,clinic,cycling,1600.5,150,hamilton
99,7011364,fire_station,cycling,1647.2,150,hamilton
98,7011364,library,walking,4427.6,150,hamilton
97,7011364,fire_station,walking,5011.6,150,hamilton
96,7011364,supermarket,walking,3431.6,150,hamilton
102,7011364,police_station,cycling,1633.0,150,hamilton
121,7011365,clinic,walking,3762.3,228,hamilton
127,7011365,supermarket,walking,2568.0,228,hamilton
126,7011365,downtown,cycling,1948.7,228,hamilton
125,7011365,police_station,walking,3704.8,228,hamilton
124,7011365,hospital,cycling,2284.7,228,hamilton
122,7011365,fire_station,cycling,1351.6,228,hamilton
120,7011365,library,walking,3564.0,228,hamilton
123,7011365,hospital,walking,6558.2,228,hamilton
118,7011365,library,cycling,1227.7,228,hamilton
112,7011365,primary_school,walking,1896.7,228,hamilton
113,7011365,downtown,walking,5535.7,228,hamilton
114,7011365,police_station,cycling,1337.4,228,hamilton
119,7011365,fire_station,walking,4148.0,228,hamilton
116,7011365,supermarket,cycling,902.7,228,hamilton
117,7011365,primary_school,cycling,662.1,228,hamilton
115,7011365,clinic,cycling,1304.9,228,hamilton
138,7011366,library,walking,3178.9,189,hamilton
143,7011366,supermarket,walking,3075.6,189,hamilton
142,7011366,downtown,cycling,2385.3,189,hamilton
141,7011366,police_station,walking,3118.1,189,hamilton
140,7011366,hospital,cycling,2507.5,189,hamilton
139,7011366,clinic,walking,3208.1,189,hamilton
137,7011366,primary_school,cycling,1773.1,189,hamilton
136,7011366,fire_station,walking,5765.7,189,hamilton
135,7011366,supermarket,cycling,1570.5,189,hamilton
134,7011366,library,cycling,1531.2,189,hamilton
133,7011366,police_station,cycling,1514.1,189,hamilton
132,7011366,fire_station,cycling,2452.1,189,hamilton
131,7011366,clinic,cycling,1582.3,189,hamilton
130,7011366,primary_school,walking,3800.7,189,hamilton
129,7011366,hospital,walking,5645.0,189,hamilton
128,7011366,downtown,walking,5608.4,189,hamilton
155,7011367,downtown,cycling,1427.1,153,hamilton
156,7011367,primary_school,walking,2324.4,153,hamilton
154,7011367,fire_station,walking,4251.0,153,hamilton
158,7011367,downtown,walking,4093.7,153,hamilton
159,7011367,clinic,cycling,624.1,153,hamilton
153,7011367,police_station,walking,1603.4,153,hamilton
157,7011367,police_station,cycling,555.9,153,hamilton
152,7011367,library,walking,1664.2,153,hamilton
151,7011367,hospital,walking,4597.5,153,hamilton
150,7011367,primary_school,cycling,814.9,153,hamilton
149,7011367,clinic,walking,1693.4,153,hamilton
148,7011367,hospital,cycling,1619.5,153,hamilton
147,7011367,supermarket,walking,1629.6,153,hamilton
146,7011367,library,cycling,573.0,153,hamilton
145,7011367,supermarket,cycling,612.3,153,hamilton
144,7011367,fire_station,cycling,1493.9,153,hamilton
175,7011368,hospital,cycling,1533.3,177,hamilton
174,7011368,downtown,walking,6649.6,177,hamilton
173,7011368,hospital,walking,4434.4,177,hamilton
172,7011368,library,walking,3826.7,177,hamilton
171,7011368,primary_school,cycling,1652.4,177,hamilton
170,7011368,downtown,cycling,2340.3,177,hamilton
169,7011368,clinic,cycling,789.9,177,hamilton
168,7011368,library,cycling,1380.6,177,hamilton
166,7011368,primary_school,walking,4809.8,177,hamilton
165,7011368,supermarket,walking,2163.9,177,hamilton
164,7011368,supermarket,cycling,814.8,177,hamilton
163,7011368,clinic,walking,2090.2,177,hamilton
162,7011368,police_station,cycling,1368.7,177,hamilton
161,7011368,police_station,walking,3599.5,177,hamilton
160,7011368,fire_station,cycling,1169.2,177,hamilton
167,7011368,fire_station,walking,3392.0,177,hamilton
184,7011370,supermarket,cycling,1257.9,162,hamilton
190,7011370,hospital,cycling,1185.8,162,hamilton
189,7011370,library,cycling,1149.6,162,hamilton
188,7011370,downtown,cycling,1992.8,162,hamilton
187,7011370,hospital,walking,3407.7,162,hamilton
186,7011370,primary_school,cycling,1304.9,162,hamilton
185,7011370,fire_station,cycling,821.7,162,hamilton
191,7011370,fire_station,walking,2397.2,162,hamilton
183,7011370,supermarket,walking,3481.8,162,hamilton
181,7011370,clinic,cycling,743.3,162,hamilton
176,7011370,police_station,walking,4830.0,162,hamilton
177,7011370,clinic,walking,1876.9,162,hamilton
182,7011370,downtown,walking,5606.1,162,hamilton
179,7011370,police_station,cycling,1665.7,162,hamilton
180,7011370,primary_school,walking,3766.3,162,hamilton
178,7011370,library,walking,3297.4,162,hamilton
207,7011371,hospital,walking,1891.7,159,hamilton
206,7011371,hospital,cycling,1078.2,159,hamilton
205,7011371,primary_school,cycling,1827.5,159,hamilton
204,7011371,fire_station,walking,4986.4,159,hamilton
203,7011371,fire_station,cycling,2306.0,159,hamilton
201,7011371,clinic,walking,3094.8,159,hamilton
199,7011371,library,cycling,1690.2,159,hamilton
202,7011371,supermarket,walking,2046.7,159,hamilton
197,7011371,clinic,cycling,1701.5,159,hamilton
196,7011371,police_station,cycling,1924.4,159,hamilton
195,7011371,downtown,cycling,2439.2,159,hamilton
194,7011371,library,walking,3106.3,159,hamilton
193,7011371,police_station,walking,4001.5,159,hamilton
192,7011371,downtown,walking,5359.2,159,hamilton
198,7011371,supermarket,cycling,1156.6,159,hamilton
200,7011371,primary_school,walking,3548.7,159,hamilton
216,7011372,library,cycling,2012.9,159,hamilton
223,7011372,primary_school,walking,4521.0,159,hamilton
222,7011372,police_station,cycling,2247.1,159,hamilton
221,7011372,fire_station,walking,5958.7,159,hamilton
220,7011372,clinic,walking,4067.1,159,hamilton
219,7011372,clinic,cycling,2024.2,159,hamilton
218,7011372,supermarket,walking,3019.0,159,hamilton
217,7011372,police_station,walking,4973.8,159,hamilton
215,7011372,supermarket,cycling,1479.3,159,hamilton
213,7011372,hospital,walking,2864.0,159,hamilton
212,7011372,downtown,walking,6331.5,159,hamilton
211,7011372,hospital,cycling,1400.9,159,hamilton
210,7011372,downtown,cycling,2761.9,159,hamilton
209,7011372,primary_school,cycling,2150.2,159,hamilton
208,7011372,library,walking,4078.6,159,hamilton
214,7011372,fire_station,cycling,2628.7,159,hamilton
239,7011376,fire_station,cycling,1752.2,162,hamilton
238,7011376,library,cycling,657.2,162,hamilton
237,7011376,hospital,walking,2260.7,162,hamilton
236,7011376,police_station,cycling,1114.6,162,hamilton
235,7011376,downtown,walking,5170.3,162,hamilton
234,7011376,primary_school,cycling,599.2,162,hamilton
233,7011376,library,walking,1859.1,162,hamilton
232,7011376,clinic,walking,1892.4,162,hamilton
231,7011376,downtown,cycling,1858.9,162,hamilton
229,7011376,fire_station,walking,4797.5,162,hamilton
228,7011376,clinic,cycling,668.5,162,hamilton
227,7011376,hospital,cycling,817.1,162,hamilton
226,7011376,supermarket,walking,1598.7,162,hamilton
225,7011376,primary_school,walking,1723.7,162,hamilton
224,7011376,police_station,walking,3031.9,162,hamilton
230,7011376,supermarket,cycling,574.6,162,hamilton
249,7011377,supermarket,cycling,555.7,144,hamilton
255,7011377,downtown,walking,5142.0,144,hamilton
254,7011377,hospital,cycling,798.2,144,hamilton
253,7011377,library,walking,1830.8,144,hamilton
252,7011377,primary_school,cycling,580.3,144,hamilton
250,7011377,supermarket,walking,1570.4,144,hamilton
248,7011377,clinic,cycling,649.6,144,hamilton
251,7011377,fire_station,walking,4769.2,144,hamilton
246,7011377,fire_station,cycling,1733.3,144,hamilton
240,7011377,primary_school,walking,1695.4,144,hamilton
241,7011377,police_station,cycling,1095.7,144,hamilton
242,7011377,library,cycling,638.3,144,hamilton
247,7011377,clinic,walking,1864.1,144,hamilton
244,7011377,downtown,cycling,1840.0,144,hamilton
245,7011377,hospital,walking,2232.4,144,hamilton
243,7011377,police_station,walking,3003.6,144,hamilton
266,7011650,fire_station,cycling,1085.7,144,hamilton
271,7011650,clinic,cycling,1576.2,144,hamilton
270,7011650,downtown,walking,6724.9,144,hamilton
269,7011650,supermarket,cycling,1406.2,144,hamilton
268,7011650,hospital,walking,7803.4,144,hamilton
267,7011650,fire_station,walking,3064.8,144,hamilton
265,7011650,hospital,cycling,2776.6,144,hamilton
264,7011650,police_station,walking,5200.4,144,hamilton
263,7011650,primary_school,cycling,1267.6,144,hamilton
262,7011650,police_station,cycling,1807.7,144,hamilton
261,7011650,library,cycling,1870.8,144,hamilton
260,7011650,clinic,walking,4458.7,144,hamilton
259,7011650,library,walking,5373.9,144,hamilton
258,7011650,supermarket,walking,3871.6,144,hamilton
257,7011650,downtown,cycling,2340.5,144,hamilton
256,7011650,primary_school,walking,3635.6,144,hamilton
283,7011651,fire_station,walking,3376.6,105,hamilton
284,7011651,clinic,walking,3659.7,105,hamilton
282,7011651,library,cycling,1707.1,105,hamilton
286,7011651,library,walking,4918.1,105,hamilton
287,7011651,supermarket,cycling,968.2,105,hamilton
281,7011651,hospital,walking,7315.2,105,hamilton
285,7011651,hospital,cycling,2651.0,105,hamilton
280,7011651,downtown,cycling,2497.2,105,hamilton
279,7011651,primary_school,walking,2561.2,105,hamilton
278,7011651,police_station,walking,3626.4,105,hamilton
277,7011651,primary_school,cycling,1037.9,105,hamilton
276,7011651,clinic,cycling,1390.9,105,hamilton
275,7011651,downtown,walking,7339.8,105,hamilton
274,7011651,police_station,cycling,1465.3,105,hamilton
273,7011651,supermarket,walking,2780.9,105,hamilton
272,7011651,fire_station,cycling,1195.2,105,hamilton
303,7011652,downtown,walking,6940.5,81,hamilton
302,7011652,library,cycling,1573.1,81,hamilton
301,7011652,primary_school,walking,3533.7,81,hamilton
300,7011652,library,walking,4542.2,81,hamilton
299,7011652,fire_station,cycling,766.4,81,hamilton
298,7011652,hospital,cycling,2517.0,81,hamilton
297,7011652,fire_station,walking,2233.1,81,hamilton
296,7011652,clinic,walking,3627.0,81,hamilton
293,7011652,supermarket,walking,3039.9,81,hamilton
294,7011652,downtown,cycling,2311.6,81,hamilton
292,7011652,police_station,cycling,1488.4,81,hamilton
291,7011652,primary_school,cycling,1275.6,81,hamilton
290,7011652,clinic,cycling,1256.9,81,hamilton
289,7011652,police_station,walking,4368.7,81,hamilton
288,7011652,hospital,walking,7238.3,81,hamilton
295,7011652,supermarket,cycling,1087.9,81,hamilton
315,7011653,fire_station,walking,4169.6,105,hamilton
316,7011653,downtown,walking,5646.5,105,hamilton
314,7011653,primary_school,cycling,910.9,105,hamilton
318,7011653,primary_school,walking,2557.2,105,hamilton
319,7011653,police_station,walking,4528.7,105,hamilton
313,7011653,library,walking,4387.9,105,hamilton
317,7011653,supermarket,walking,3391.9,105,hamilton
312,7011653,police_station,cycling,1623.8,105,hamilton
311,7011653,clinic,cycling,1591.3,105,hamilton
310,7011653,downtown,cycling,1983.8,105,hamilton
309,7011653,library,cycling,1514.1,105,hamilton
308,7011653,hospital,cycling,2419.9,105,hamilton
307,7011653,supermarket,cycling,1189.1,105,hamilton
306,7011653,clinic,walking,4586.2,105,hamilton
305,7011653,hospital,walking,6725.0,105,hamilton
304,7011653,fire_station,cycling,1386.7,105,hamilton
335,7011654,fire_station,walking,3800.3,153,hamilton
334,7011654,police_station,cycling,947.9,153,hamilton
333,7011654,library,cycling,838.2,153,hamilton
332,7011654,supermarket,cycling,526.3,153,hamilton
331,7011654,clinic,cycling,915.4,153,hamilton
330,7011654,downtown,cycling,1577.9,153,hamilton
329,7011654,downtown,walking,4466.7,153,hamilton
328,7011654,primary_school,walking,1282.2,153,hamilton
327,7011654,fire_station,cycling,1246.1,153,hamilton
326,7011654,hospital,cycling,1895.2,153,hamilton
325,7011654,supermarket,walking,1401.1,153,hamilton
324,7011654,library,walking,2370.9,153,hamilton
323,7011654,police_station,walking,2511.7,153,hamilton
322,7011654,hospital,walking,5365.1,153,hamilton
321,7011654,primary_school,cycling,484.2,153,hamilton
320,7011654,clinic,walking,2569.2,153,hamilton
351,7011655,downtown,cycling,1864.9,75,hamilton
350,7011655,fire_station,cycling,453.4,75,hamilton
349,7011655,primary_school,cycling,514.6,75,hamilton
348,7011655,clinic,walking,2099.0,75,hamilton
347,7011655,clinic,cycling,758.6,75,hamilton
346,7011655,police_station,walking,2658.8,75,hamilton
345,7011655,hospital,walking,5710.3,75,hamilton
344,7011655,fire_station,walking,1237.6,75,hamilton
342,7011655,primary_school,walking,1356.8,75,hamilton
341,7011655,hospital,cycling,2018.7,75,hamilton
340,7011655,downtown,walking,5412.5,75,hamilton
339,7011655,library,cycling,1074.8,75,hamilton
338,7011655,supermarket,walking,886.4,75,hamilton
337,7011655,police_station,cycling,986.5,75,hamilton
336,7011655,supermarket,cycling,335.9,75,hamilton
343,7011655,library,walking,3000.4,75,hamilton
359,7011656,fire_station,walking,3035.6,219,hamilton
367,7011656,library,cycling,1340.3,219,hamilton
366,7011656,fire_station,cycling,990.8,219,hamilton
365,7011656,library,walking,3735.2,219,hamilton
364,7011656,downtown,cycling,1587.9,219,hamilton
363,7011656,police_station,cycling,1357.3,219,hamilton
362,7011656,primary_school,cycling,515.0,219,hamilton
361,7011656,downtown,walking,4512.5,219,hamilton
357,7011656,supermarket,cycling,837.2,219,hamilton
358,7011656,supermarket,walking,2292.1,219,hamilton
356,7011656,clinic,walking,3749.0,219,hamilton
355,7011656,police_station,walking,3816.5,219,hamilton
354,7011656,primary_school,walking,1423.2,219,hamilton
353,7011656,hospital,walking,5591.0,219,hamilton
352,7011656,hospital,cycling,2024.0,219,hamilton
360,7011656,clinic,cycling,1315.5,219,hamilton
378,7011657,downtown,walking,3893.4,162,hamilton
377,7011657,downtown,cycling,1409.2,162,hamilton
379,7011657,clinic,walking,2729.0,162,hamilton
376,7011657,police_station,walking,2671.5,162,hamilton
381,7011657,supermarket,cycling,437.5,162,hamilton
382,7011657,supermarket,walking,1087.6,162,hamilton
380,7011657,police_station,cycling,1050.3,162,hamilton
383,7011657,primary_school,cycling,85.6,162,hamilton
375,7011657,library,cycling,940.6,162,hamilton
373,7011657,fire_station,walking,2710.4,162,hamilton
368,7011657,clinic,cycling,1017.8,162,hamilton
369,7011657,library,walking,2530.7,162,hamilton
374,7011657,hospital,cycling,1845.3,162,hamilton
371,7011657,fire_station,cycling,863.3,162,hamilton
372,7011657,hospital,walking,4971.9,162,hamilton
370,7011657,primary_school,walking,218.7,162,hamilton
399,7011658,hospital,walking,5021.3,156,hamilton
398,7011658,downtown,cycling,1438.7,156,hamilton
397,7011658,library,walking,2580.1,156,hamilton
396,7011658,hospital,cycling,1874.8,156,hamilton
395,7011658,supermarket,walking,1137.0,156,hamilton
394,7011658,fire_station,cycling,930.9,156,hamilton
392,7011658,police_station,walking,2720.9,156,hamilton
393,7011658,library,cycling,961.7,156,hamilton
390,7011658,primary_school,cycling,133.3,156,hamilton
389,7011658,downtown,walking,3942.8,156,hamilton
388,7011658,fire_station,walking,2869.5,156,hamilton
387,7011658,supermarket,cycling,458.6,156,hamilton
386,7011658,clinic,walking,2778.4,156,hamilton
385,7011658,primary_school,walking,348.3,156,hamilton
384,7011658,police_station,cycling,1071.4,156,hamilton
391,7011658,clinic,cycling,1038.9,156,hamilton
415,7011659,hospital,cycling,1941.2,132,hamilton
414,7011659,hospital,walking,5247.1,132,hamilton
413,7011659,library,walking,2805.9,132,hamilton
412,7011659,downtown,walking,4168.6,132,hamilton
411,7011659,primary_school,walking,667.1,132,hamilton
410,7011659,supermarket,walking,1362.8,132,hamilton
408,7011659,library,cycling,1028.1,132,hamilton
409,7011659,downtown,cycling,1505.1,132,hamilton
406,7011659,fire_station,walking,2918.4,132,hamilton
400,7011659,clinic,cycling,1105.3,132,hamilton
401,7011659,supermarket,cycling,525.0,132,hamilton
402,7011659,police_station,walking,2946.7,132,hamilton
407,7011659,clinic,walking,3004.2,132,hamilton
404,7011659,primary_school,cycling,256.5,132,hamilton
405,7011659,police_station,cycling,1137.8,132,hamilton
403,7011659,fire_station,cycling,946.0,132,hamilton
431,7011660,clinic,walking,2857.2,123,hamilton
430,7011660,fire_station,walking,2935.0,123,hamilton
429,7011660,police_station,walking,2799.7,123,hamilton
428,7011660,hospital,walking,5100.1,123,hamilton
427,7011660,downtown,cycling,1429.8,123,hamilton
426,7011660,clinic,cycling,1030.0,123,hamilton
424,7011660,police_station,cycling,1062.5,123,hamilton
425,7011660,downtown,walking,4021.6,123,hamilton
422,7011660,supermarket,walking,1215.8,123,hamilton
421,7011660,primary_school,cycling,261.4,123,hamilton
420,7011660,library,walking,2658.9,123,hamilton
419,7011660,supermarket,cycling,449.7,123,hamilton
418,7011660,primary_school,walking,683.7,123,hamilton
417,7011660,fire_station,cycling,950.9,123,hamilton
416,7011660,library,cycling,952.8,123,hamilton
423,7011660,hospital,cycling,1865.9,123,hamilton
447,7011661,hospital,walking,4915.5,132,hamilton
446,7011661,supermarket,walking,1031.2,132,hamilton
445,7011661,police_station,cycling,1063.8,132,hamilton
444,7011661,clinic,walking,2672.6,132,hamilton
443,7011661,library,cycling,954.1,132,hamilton
442,7011661,fire_station,walking,2763.7,132,hamilton
441,7011661,library,walking,2474.3,132,hamilton
440,7011661,clinic,cycling,1031.3,132,hamilton
438,7011661,fire_station,cycling,923.3,132,hamilton
432,7011661,police_station,walking,2615.1,132,hamilton
433,7011661,supermarket,cycling,451.0,132,hamilton
434,7011661,downtown,cycling,1431.1,132,hamilton
439,7011661,hospital,cycling,1867.2,132,hamilton
436,7011661,primary_school,walking,242.5,132,hamilton
437,7011661,downtown,walking,3837.0,132,hamilton
435,7011661,primary_school,cycling,125.7,132,hamilton
463,7011662,police_station,cycling,1025.5,186,hamilton
462,7011662,supermarket,cycling,412.7,186,hamilton
461,7011662,fire_station,cycling,1025.7,186,hamilton
460,7011662,police_station,walking,2642.4,186,hamilton
459,7011662,clinic,cycling,993.0,186,hamilton
457,7011662,downtown,walking,3864.3,186,hamilton
456,7011662,library,walking,2501.6,186,hamilton
458,7011662,primary_school,cycling,228.1,186,hamilton
454,7011662,clinic,walking,2699.9,186,hamilton
453,7011662,hospital,walking,4942.8,186,hamilton
452,7011662,downtown,cycling,1392.8,186,hamilton
451,7011662,supermarket,walking,1058.5,186,hamilton
450,7011662,fire_station,walking,2950.9,186,hamilton
449,7011662,hospital,cycling,1828.9,186,hamilton
448,7011662,primary_school,walking,429.7,186,hamilton
455,7011662,library,cycling,915.8,186,hamilton
479,7011663,supermarket,cycling,505.4,186,hamilton
478,7011663,fire_station,cycling,1027.0,186,hamilton
477,7011663,hospital,walking,5244.8,186,hamilton
476,7011663,library,cycling,1008.5,186,hamilton
475,7011663,supermarket,walking,1360.5,186,hamilton
474,7011663,primary_school,walking,851.3,186,hamilton
473,7011663,clinic,walking,3001.9,186,hamilton
472,7011663,library,walking,2803.6,186,hamilton
471,7011663,hospital,cycling,1921.6,186,hamilton
469,7011663,primary_school,cycling,320.8,186,hamilton
468,7011663,downtown,cycling,1485.5,186,hamilton
467,7011663,downtown,walking,4166.3,186,hamilton
466,7011663,police_station,cycling,1118.2,186,hamilton
465,7011663,fire_station,walking,3131.1,186,hamilton
464,7011663,clinic,cycling,1085.7,186,hamilton
470,7011663,police_station,walking,2944.4,186,hamilton
495,7011664,primary_school,cycling,278.6,132,hamilton
494,7011664,supermarket,walking,1201.2,132,hamilton
493,7011664,hospital,cycling,1879.4,132,hamilton
492,7011664,primary_school,walking,692.0,132,hamilton
491,7011664,clinic,walking,2842.6,132,hamilton
490,7011664,police_station,cycling,1076.0,132,hamilton
489,7011664,fire_station,cycling,1076.0,132,hamilton
488,7011664,downtown,cycling,1443.3,132,hamilton
486,7011664,downtown,walking,4007.0,132,hamilton
485,7011664,supermarket,cycling,463.2,132,hamilton
484,7011664,police_station,walking,2785.1,132,hamilton
483,7011664,clinic,cycling,1043.5,132,hamilton
482,7011664,fire_station,walking,3213.2,132,hamilton
481,7011664,hospital,walking,5085.5,132,hamilton
480,7011664,library,cycling,966.3,132,hamilton
487,7011664,library,walking,2644.3,132,hamilton
505,7011665,supermarket,cycling,382.7,123,hamilton
511,7011665,primary_school,cycling,298.1,123,hamilton
510,7011665,supermarket,walking,1028.2,123,hamilton
509,7011665,police_station,walking,2433.9,123,hamilton
508,7011665,police_station,cycling,923.7,123,hamilton
507,7011665,fire_station,cycling,1056.8,123,hamilton
506,7011665,primary_school,walking,784.0,123,hamilton
504,7011665,clinic,cycling,891.2,123,hamilton
499,7011665,downtown,walking,3905.2,123,hamilton
502,7011665,downtown,cycling,1397.9,123,hamilton
501,7011665,fire_station,walking,3222.4,123,hamilton
500,7011665,library,cycling,814.0,123,hamilton
503,7011665,clinic,walking,2491.4,123,hamilton
498,7011665,hospital,cycling,1834.0,123,hamilton
497,7011665,library,walking,2293.1,123,hamilton
496,7011665,hospital,walking,4983.7,123,hamilton
527,7011666,downtown,walking,4047.9,144,hamilton
526,7011666,clinic,walking,2883.5,144,hamilton
525,7011666,fire_station,cycling,1090.5,144,hamilton
524,7011666,police_station,cycling,1090.5,144,hamilton
523,7011666,hospital,cycling,1893.9,144,hamilton
522,7011666,primary_school,cycling,293.1,144,hamilton
521,7011666,library,cycling,980.8,144,hamilton
520,7011666,supermarket,walking,1242.1,144,hamilton
519,7011666,primary_school,walking,732.9,144,hamilton
518,7011666,library,walking,2685.2,144,hamilton
517,7011666,hospital,walking,5126.4,144,hamilton
516,7011666,clinic,cycling,1058.0,144,hamilton
515,7011666,police_station,walking,2826.0,144,hamilton
514,7011666,fire_station,walking,3254.1,144,hamilton
513,7011666,supermarket,cycling,477.7,144,hamilton
512,7011666,downtown,cycling,1457.8,144,hamilton
543,7011667,police_station,cycling,1113.4,93,hamilton
542,7011667,fire_station,cycling,1113.4,93,hamilton
541,7011667,library,walking,2766.6,93,hamilton
540,7011667,clinic,cycling,1080.9,93,hamilton
539,7011667,hospital,walking,5207.8,93,hamilton
538,7011667,supermarket,walking,1323.5,93,hamilton
537,7011667,supermarket,cycling,500.6,93,hamilton
536,7011667,primary_school,cycling,316.0,93,hamilton
534,7011667,library,cycling,1003.7,93,hamilton
533,7011667,downtown,walking,4129.3,93,hamilton
532,7011667,primary_school,walking,814.3,93,hamilton
531,7011667,police_station,walking,2907.4,93,hamilton
530,7011667,hospital,cycling,1916.8,93,hamilton
529,7011667,clinic,walking,2964.9,93,hamilton
528,7011667,downtown,cycling,1480.7,93,hamilton
535,7011667,fire_station,walking,3335.5,93,hamilton
551,7011668,fire_station,cycling,1050.4,99,hamilton
559,7011668,downtown,walking,3898.9,99,hamilton
558,7011668,clinic,walking,2485.1,99,hamilton
557,7011668,supermarket,cycling,376.3,99,hamilton
556,7011668,primary_school,walking,777.7,99,hamilton
