,id_orig,dest_type,mode,duration,population,city
7720,7012116,clinic,cycling,60.5,150,hamilton
7722,7012116,fire_station,cycling,315.3,150,hamilton
7718,7012116,clinic,walking,157.1,150,hamilton
7717,7012116,downtown,walking,493.5,150,hamilton
7716,7012116,library,walking,852.5,150,hamilton
7715,7012116,downtown,cycling,182.1,150,hamilton
7714,7012116,hospital,walking,1563.8,150,hamilton
7713,7012116,fire_station,walking,884.9,150,hamilton
7712,7012116,primary_school,walking,521.5,150,hamilton
7719,7012116,supermarket,walking,189.0,150,hamilton
7743,7012117,police_station,walking,1744.2,222,hamilton
7742,7012117,clinic,cycling,252.5,222,hamilton
7741,7012117,fire_station,walking,1304.9,222,hamilton
7740,7012117,clinic,walking,638.9,222,hamilton
7739,7012117,hospital,walking,2094.1,222,hamilton
7738,7012117,supermarket,cycling,281.5,222,hamilton
7737,7012117,downtown,walking,1021.6,222,hamilton
7736,7012117,primary_school,walking,953.1,222,hamilton
7735,7012117,primary_school,cycling,367.4,222,hamilton
7733,7012117,supermarket,walking,721.7,222,hamilton
7728,7012117,library,walking,1337.3,222,hamilton
7729,7012117,fire_station,cycling,464.7,222,hamilton
7734,7012117,downtown,cycling,349.6,222,hamilton
7731,7012117,library,cycling,484.4,222,hamilton
7732,7012117,hospital,cycling,770.8,222,hamilton
7730,7012117,police_station,cycling,620.3,222,hamilton
7759,7012118,downtown,walking,2417.0,69,hamilton
7758,7012118,downtown,cycling,881.2,69,hamilton
7757,7012118,clinic,cycling,111.1,69,hamilton
7756,7012118,supermarket,walking,2052.8,69,hamilton
7755,7012118,police_station,walking,2371.0,69,hamilton
7754,7012118,primary_school,walking,1691.9,69,hamilton
7752,7012118,hospital,walking,1171.9,69,hamilton
7753,7012118,clinic,walking,249.3,69,hamilton
7750,7012118,fire_station,cycling,810.6,69,hamilton
7749,7012118,police_station,cycling,870.7,69,hamilton
7748,7012118,library,cycling,842.2,69,hamilton
7747,7012118,supermarket,cycling,781.6,69,hamilton
7746,7012118,library,walking,2238.8,69,hamilton
7745,7012118,fire_station,walking,2241.6,69,hamilton
7744,7012118,primary_school,cycling,647.7,69,hamilton
7751,7012118,hospital,cycling,507.8,69,hamilton
7770,7012119,downtown,cycling,193.1,294,hamilton
7775,7012119,downtown,walking,798.9,294,hamilton
7774,7012119,police_station,cycling,501.9,294,hamilton
7773,7012119,library,cycling,327.9,294,hamilton
7772,7012119,primary_school,cycling,433.2,294,hamilton
7771,7012119,fire_station,walking,1154.0,294,hamilton
7768,7012119,fire_station,cycling,308.2,294,hamilton
7769,7012119,police_station,walking,1687.5,294,hamilton
7766,7012119,supermarket,walking,568.2,294,hamilton
7765,7012119,library,walking,1156.5,294,hamilton
7764,7012119,supermarket,cycling,185.4,294,hamilton
7763,7012119,clinic,walking,616.1,294,hamilton
7762,7012119,hospital,walking,1878.6,294,hamilton
7761,7012119,hospital,cycling,620.4,294,hamilton
7760,7012119,primary_school,walking,1010.2,294,hamilton
7767,7012119,clinic,cycling,281.2,294,hamilton
7791,7012120,supermarket,walking,455.0,90,hamilton
7790,7012120,clinic,cycling,274.8,90,hamilton
7789,7012120,supermarket,cycling,183.8,90,hamilton
7788,7012120,library,cycling,322.6,90,hamilton
7787,7012120,downtown,walking,510.8,90,hamilton
7786,7012120,clinic,walking,660.4,90,hamilton
7785,7012120,fire_station,walking,827.8,90,hamilton
7784,7012120,police_station,cycling,496.6,90,hamilton
7783,7012120,primary_school,walking,1067.3,90,hamilton
7781,7012120,fire_station,cycling,302.9,90,hamilton
7780,7012120,primary_school,cycling,426.8,90,hamilton
7779,7012120,library,walking,833.0,90,hamilton
7778,7012120,hospital,walking,1647.7,90,hamilton
7777,7012120,downtown,cycling,187.8,90,hamilton
7776,7012120,hospital,cycling,617.0,90,hamilton
7782,7012120,police_station,walking,1352.3,90,hamilton
7801,7012121,police_station,walking,1562.6,117,hamilton
7806,7012121,supermarket,walking,797.4,117,hamilton
7805,7012121,clinic,cycling,334.4,117,hamilton
7804,7012121,downtown,walking,853.2,117,hamilton
7803,7012121,library,walking,1135.9,117,hamilton
7807,7012121,supermarket,cycling,308.7,117,hamilton
7799,7012121,fire_station,cycling,404.1,117,hamilton
7802,7012121,library,cycling,431.8,117,hamilton
7800,7012121,downtown,cycling,315.0,117,hamilton
7792,7012121,primary_school,walking,1324.0,117,hamilton
7793,7012121,hospital,cycling,699.4,117,hamilton
7794,7012121,hospital,walking,1892.7,117,hamilton
7798,7012121,police_station,cycling,579.0,117,hamilton
7796,7012121,fire_station,walking,1103.5,117,hamilton
7797,7012121,clinic,walking,954.3,117,hamilton
7795,7012121,primary_school,cycling,465.7,117,hamilton
7823,7012122,hospital,cycling,534.2,69,hamilton
7822,7012122,fire_station,walking,549.4,69,hamilton
7821,7012122,supermarket,walking,447.5,69,hamilton
7820,7012122,fire_station,cycling,227.8,69,hamilton
7819,7012122,supermarket,cycling,183.5,69,hamilton
7817,7012122,clinic,cycling,259.7,69,hamilton
7816,7012122,primary_school,cycling,382.0,69,hamilton
7818,7012122,library,walking,581.8,69,hamilton
7814,7012122,downtown,walking,417.7,69,hamilton
7813,7012122,primary_school,walking,1069.5,69,hamilton
7812,7012122,library,cycling,255.5,69,hamilton
7811,7012122,downtown,cycling,174.5,69,hamilton
7810,7012122,clinic,walking,597.0,69,hamilton
7809,7012122,police_station,cycling,417.6,69,hamilton
7808,7012122,hospital,walking,1375.2,69,hamilton
7815,7012122,police_station,walking,1067.0,69,hamilton
7839,7012123,police_station,walking,1287.7,153,hamilton
7838,7012123,fire_station,walking,828.6,153,hamilton
7837,7012123,supermarket,cycling,233.4,153,hamilton
7836,7012123,hospital,walking,1617.8,153,hamilton
7835,7012123,hospital,cycling,607.5,153,hamilton
7834,7012123,supermarket,walking,593.0,153,hamilton
7833,7012123,downtown,cycling,216.5,153,hamilton
7832,7012123,police_station,cycling,487.1,153,hamilton
7831,7012123,primary_school,cycling,410.9,153,hamilton
7829,7012123,clinic,cycling,326.1,153,hamilton
7828,7012123,clinic,walking,817.7,153,hamilton
7827,7012123,library,cycling,339.9,153,hamilton
7826,7012123,fire_station,cycling,312.2,153,hamilton
7825,7012123,primary_school,walking,1159.0,153,hamilton
7824,7012123,downtown,walking,564.1,153,hamilton
7830,7012123,library,walking,861.0,153,hamilton
7855,7012124,primary_school,walking,1250.6,117,hamilton
7854,7012124,hospital,walking,1819.3,117,hamilton
7853,7012124,fire_station,walking,1030.1,117,hamilton
7852,7012124,clinic,walking,880.9,117,hamilton
7851,7012124,clinic,cycling,341.3,117,hamilton
7850,7012124,hospital,cycling,669.4,117,hamilton
7849,7012124,police_station,cycling,549.0,117,hamilton
7848,7012124,fire_station,cycling,374.1,117,hamilton
7846,7012124,primary_school,cycling,472.6,117,hamilton
7845,7012124,library,walking,1062.5,117,hamilton
7844,7012124,downtown,walking,779.8,117,hamilton
7843,7012124,library,cycling,401.8,117,hamilton
7842,7012124,police_station,walking,1489.2,117,hamilton
7841,7012124,supermarket,cycling,281.0,117,hamilton
7840,7012124,supermarket,walking,724.0,117,hamilton
7847,7012124,downtown,cycling,285.0,117,hamilton
7871,7012125,police_station,walking,1693.7,204,hamilton
7870,7012125,primary_school,cycling,502.4,204,hamilton
7869,7012125,downtown,cycling,353.5,204,hamilton
7868,7012125,library,walking,1351.1,204,hamilton
7867,7012125,fire_station,cycling,468.6,204,hamilton
7866,7012125,library,cycling,488.3,204,hamilton
7865,7012125,police_station,cycling,567.1,204,hamilton
7864,7012125,hospital,cycling,706.5,204,hamilton
7863,7012125,clinic,walking,1169.5,204,hamilton
7861,7012125,supermarket,cycling,345.8,204,hamilton
7856,7012125,downtown,walking,1068.4,204,hamilton
7857,7012125,hospital,walking,1897.2,204,hamilton
7862,7012125,supermarket,walking,1012.6,204,hamilton
7859,7012125,clinic,cycling,371.5,204,hamilton
7860,7012125,primary_school,walking,1493.2,204,hamilton
7858,7012125,fire_station,walking,1318.7,204,hamilton
7887,7012126,supermarket,cycling,280.9,195,hamilton
7886,7012126,supermarket,walking,736.3,195,hamilton
7885,7012126,clinic,cycling,344.0,195,hamilton
7884,7012126,library,walking,927.5,195,hamilton
7883,7012126,hospital,walking,1684.3,195,hamilton
7882,7012126,hospital,cycling,625.4,195,hamilton
7880,7012126,fire_station,walking,895.1,195,hamilton
7881,7012126,library,cycling,357.8,195,hamilton
7878,7012126,clinic,walking,884.2,195,hamilton
7877,7012126,primary_school,cycling,428.8,195,hamilton
7876,7012126,downtown,walking,707.4,195,hamilton
7875,7012126,fire_station,cycling,330.1,195,hamilton
7874,7012126,police_station,walking,1354.2,195,hamilton
7873,7012126,downtown,cycling,264.0,195,hamilton
7872,7012126,police_station,cycling,505.0,195,hamilton
7879,7012126,primary_school,walking,1225.5,195,hamilton
7897,7012127,police_station,cycling,571.9,246,hamilton
7902,7012127,supermarket,walking,1049.5,246,hamilton
7901,7012127,police_station,walking,1586.2,246,hamilton
7900,7012127,library,walking,1388.0,246,hamilton
7899,7012127,hospital,cycling,660.5,246,hamilton
7903,7012127,fire_station,cycling,487.1,246,hamilton
7895,7012127,clinic,cycling,454.3,246,hamilton
7898,7012127,library,cycling,514.8,246,hamilton
7896,7012127,downtown,walking,1105.3,246,hamilton
7893,7012127,clinic,walking,1206.4,246,hamilton
7892,7012127,hospital,walking,1789.7,246,hamilton
7891,7012127,fire_station,walking,1355.6,246,hamilton
7890,7012127,supermarket,cycling,394.0,246,hamilton
7889,7012127,downtown,cycling,398.0,246,hamilton
7888,7012127,primary_school,cycling,507.2,246,hamilton
7894,7012127,primary_school,walking,1385.7,246,hamilton
7919,7012128,fire_station,walking,1222.5,168,hamilton
7918,7012128,downtown,cycling,380.3,168,hamilton
7917,7012128,clinic,cycling,449.7,168,hamilton
7916,7012128,fire_station,cycling,440.5,168,hamilton
7915,7012128,downtown,walking,1065.2,168,hamilton
7914,7012128,supermarket,cycling,397.2,168,hamilton
7913,7012128,supermarket,walking,1094.1,168,hamilton
7912,7012128,library,walking,1254.9,168,hamilton
7911,7012128,police_station,walking,1505.1,168,hamilton
7909,7012128,primary_school,walking,1304.6,168,hamilton
7908,7012128,library,cycling,468.2,168,hamilton
7907,7012128,hospital,cycling,566.1,168,hamilton
7906,7012128,primary_school,cycling,463.4,168,hamilton
7905,7012128,police_station,cycling,528.1,168,hamilton
7904,7012128,hospital,walking,1569.0,168,hamilton
7910,7012128,clinic,walking,1211.6,168,hamilton
7951,7012130,library,walking,1553.6,144,hamilton
7950,7012130,clinic,cycling,307.7,144,hamilton
7949,7012130,fire_station,walking,1521.2,144,hamilton
7948,7012130,police_station,walking,1899.1,144,hamilton
7947,7012130,primary_school,walking,1698.6,144,hamilton
7946,7012130,police_station,cycling,663.6,144,hamilton
7945,7012130,primary_school,cycling,593.8,144,hamilton
7944,7012130,hospital,cycling,424.1,144,hamilton
7943,7012130,supermarket,walking,1392.8,144,hamilton
7941,7012130,fire_station,cycling,546.9,144,hamilton
7936,7012130,supermarket,cycling,503.6,144,hamilton
7937,7012130,clinic,walking,876.2,144,hamilton
7942,7012130,downtown,walking,1363.9,144,hamilton
7939,7012130,downtown,cycling,486.7,144,hamilton
7940,7012130,library,cycling,574.6,144,hamilton
7938,7012130,hospital,walking,1175.0,144,hamilton
7967,7012131,primary_school,walking,1758.7,213,hamilton
7966,7012131,library,walking,1934.3,213,hamilton
7965,7012131,clinic,walking,905.5,213,hamilton
7964,7012131,police_station,walking,2265.9,213,hamilton
7963,7012131,hospital,walking,1204.3,213,hamilton
7961,7012131,police_station,cycling,801.7,213,hamilton
7959,7012131,hospital,cycling,438.8,213,hamilton
7962,7012131,downtown,cycling,661.6,213,hamilton
7957,7012131,supermarket,cycling,678.5,213,hamilton
7956,7012131,clinic,cycling,322.4,213,hamilton
7955,7012131,library,cycling,749.5,213,hamilton
7954,7012131,downtown,walking,1744.6,213,hamilton
7953,7012131,supermarket,walking,1773.5,213,hamilton
7952,7012131,primary_school,cycling,608.5,213,hamilton
7958,7012131,fire_station,walking,1901.9,213,hamilton
7960,7012131,fire_station,cycling,721.8,213,hamilton
7976,7012132,supermarket,cycling,727.6,165,hamilton
7983,7012132,fire_station,walking,1586.2,165,hamilton
7982,7012132,clinic,cycling,461.4,165,hamilton
7981,7012132,downtown,cycling,858.4,165,hamilton
7980,7012132,hospital,walking,702.2,165,hamilton
7979,7012132,primary_school,cycling,623.5,165,hamilton
7978,7012132,supermarket,walking,1397.4,165,hamilton
7977,7012132,downtown,walking,1876.9,165,hamilton
7975,7012132,primary_school,walking,1208.4,165,hamilton
7973,7012132,library,cycling,880.6,165,hamilton
7972,7012132,hospital,cycling,453.8,165,hamilton
7971,7012132,police_station,cycling,816.7,165,hamilton
7970,7012132,clinic,walking,803.1,165,hamilton
7969,7012132,fire_station,cycling,756.6,165,hamilton
7968,7012132,police_station,walking,1715.6,165,hamilton
7974,7012132,library,walking,1874.4,165,hamilton
7999,7012133,fire_station,cycling,583.0,207,hamilton
7998,7012133,downtown,walking,1795.2,207,hamilton
7997,7012133,hospital,walking,743.7,207,hamilton
7996,7012133,police_station,cycling,643.1,207,hamilton
7995,7012133,supermarket,cycling,554.0,207,hamilton
7994,7012133,primary_school,walking,1298.1,207,hamilton
7993,7012133,police_station,walking,1805.3,207,hamilton
7992,7012133,clinic,cycling,255.3,207,hamilton
7991,7012133,hospital,cycling,280.2,207,hamilton
7989,7012133,supermarket,walking,1487.1,207,hamilton
7988,7012133,library,cycling,707.0,207,hamilton
7987,7012133,downtown,cycling,630.7,207,hamilton
7986,7012133,fire_station,walking,1675.9,207,hamilton
7985,7012133,clinic,walking,715.7,207,hamilton
7984,7012133,primary_school,cycling,449.9,207,hamilton
7990,7012133,library,walking,1964.1,207,hamilton
8009,7012134,primary_school,cycling,453.1,174,hamilton
8014,7012134,clinic,cycling,203.2,174,hamilton
8013,7012134,clinic,walking,540.6,174,hamilton
8012,7012134,downtown,cycling,719.4,174,hamilton
8011,7012134,police_station,cycling,646.3,174,hamilton
8010,7012134,fire_station,walking,1656.1,174,hamilton
8008,7012134,police_station,walking,1785.5,174,hamilton
8015,7012134,library,cycling,710.2,174,hamilton
8006,7012134,hospital,walking,723.9,174,hamilton
8005,7012134,supermarket,cycling,557.2,174,hamilton
8004,7012134,supermarket,walking,1467.3,174,hamilton
8003,7012134,hospital,cycling,283.4,174,hamilton
8002,7012134,primary_school,walking,1278.3,174,hamilton
8001,7012134,downtown,walking,2033.7,174,hamilton
8000,7012134,fire_station,cycling,586.2,174,hamilton
8007,7012134,library,walking,1944.3,174,hamilton
8030,7012135,supermarket,walking,1497.3,192,hamilton
8029,7012135,police_station,cycling,770.7,192,hamilton
8028,7012135,clinic,walking,445.2,192,hamilton
8027,7012135,downtown,cycling,843.8,192,hamilton
8026,7012135,police_station,walking,1815.5,192,hamilton
8025,7012135,hospital,walking,615.7,192,hamilton
8024,7012135,library,cycling,834.6,192,hamilton
8031,7012135,primary_school,walking,1308.3,192,hamilton
8022,7012135,fire_station,cycling,710.6,192,hamilton
8021,7012135,hospital,cycling,406.8,192,hamilton
8020,7012135,primary_school,cycling,577.5,192,hamilton
8019,7012135,fire_station,walking,1686.1,192,hamilton
8018,7012135,downtown,walking,2063.7,192,hamilton
8017,7012135,clinic,cycling,258.1,192,hamilton
8016,7012135,supermarket,cycling,681.6,192,hamilton
8023,7012135,library,walking,1974.3,192,hamilton
8047,7012136,downtown,walking,6219.6,324,hamilton
8046,7012136,downtown,cycling,2222.0,324,hamilton
8045,7012136,library,cycling,969.3,324,hamilton
8044,7012136,clinic,cycling,360.0,324,hamilton
8043,7012136,hospital,walking,4120.9,324,hamilton
8042,7012136,police_station,cycling,938.8,324,hamilton
8041,7012136,supermarket,cycling,393.6,324,hamilton
8040,7012136,police_station,walking,2499.8,324,hamilton
8039,7012136,library,walking,2727.0,324,hamilton
8037,7012136,hospital,cycling,1422.6,324,hamilton
8036,7012136,primary_school,walking,3938.2,324,hamilton
8035,7012136,primary_school,cycling,1471.2,324,hamilton
8034,7012136,fire_station,walking,3170.9,324,hamilton
8033,7012136,clinic,walking,945.1,324,hamilton
8032,7012136,fire_station,cycling,1143.3,324,hamilton
8038,7012136,supermarket,walking,937.3,324,hamilton
8057,7012137,primary_school,cycling,1516.9,195,hamilton
8062,7012137,clinic,cycling,447.6,195,hamilton
8061,7012137,fire_station,cycling,1033.7,195,hamilton
8060,7012137,supermarket,cycling,481.2,195,hamilton
8059,7012137,clinic,walking,1186.6,195,hamilton
8058,7012137,hospital,cycling,1397.8,195,hamilton
8056,7012137,hospital,walking,4017.5,195,hamilton
8063,7012137,fire_station,walking,2975.1,195,hamilton
8054,7012137,primary_school,walking,4179.7,195,hamilton
8048,7012137,library,walking,2968.5,195,hamilton
8049,7012137,downtown,cycling,2204.8,195,hamilton
8050,7012137,library,cycling,1056.9,195,hamilton
8055,7012137,police_station,walking,2741.3,195,hamilton
8052,7012137,downtown,walking,6232.7,195,hamilton
8053,7012137,police_station,cycling,1026.4,195,hamilton
8051,7012137,supermarket,walking,1178.8,195,hamilton
8079,7012138,hospital,cycling,1435.0,294,hamilton
8078,7012138,fire_station,walking,2975.7,294,hamilton
8077,7012138,primary_school,cycling,1517.7,294,hamilton
8076,7012138,supermarket,cycling,440.1,294,hamilton
8075,7012138,primary_school,walking,4041.3,294,hamilton
8073,7012138,police_station,cycling,985.3,294,hamilton
8072,7012138,library,walking,2830.1,294,hamilton
8074,7012138,downtown,cycling,2242.0,294,hamilton
8070,7012138,clinic,walking,1048.2,294,hamilton
8069,7012138,hospital,walking,4018.1,294,hamilton
8068,7012138,fire_station,cycling,1070.9,294,hamilton
8067,7012138,police_station,walking,2602.9,294,hamilton
8066,7012138,library,cycling,1015.8,294,hamilton
8065,7012138,supermarket,walking,1040.4,294,hamilton
8064,7012138,clinic,cycling,406.5,294,hamilton
8071,7012138,downtown,walking,6233.3,294,hamilton
8095,7012139,fire_station,walking,3047.0,117,hamilton
8094,7012139,primary_school,walking,4173.5,117,hamilton
8093,7012139,police_station,cycling,1024.8,117,hamilton
8092,7012139,primary_school,cycling,1557.2,117,hamilton
8091,7012139,supermarket,cycling,479.6,117,hamilton
8090,7012139,library,walking,2962.3,117,hamilton
8089,7012139,clinic,walking,1180.4,117,hamilton
8088,7012139,hospital,walking,4089.4,117,hamilton
8087,7012139,clinic,cycling,446.0,117,hamilton
8085,7012139,library,cycling,1055.3,117,hamilton
8084,7012139,fire_station,cycling,1074.3,117,hamilton
8083,7012139,downtown,cycling,2245.4,117,hamilton
8082,7012139,downtown,walking,6304.6,117,hamilton
8081,7012139,police_station,walking,2735.1,117,hamilton
8080,7012139,hospital,cycling,1438.4,117,hamilton
8086,7012139,supermarket,walking,1172.6,117,hamilton
8111,7012140,library,cycling,878.9,240,hamilton
8110,7012140,downtown,walking,5983.2,240,hamilton
8109,7012140,supermarket,cycling,303.2,240,hamilton
8108,7012140,primary_school,cycling,1380.8,240,hamilton
8107,7012140,clinic,cycling,269.6,240,hamilton
8106,7012140,library,walking,2490.6,240,hamilton
8105,7012140,fire_station,cycling,1145.5,240,hamilton
8104,7012140,police_station,walking,2263.4,240,hamilton
8103,7012140,hospital,walking,3884.5,240,hamilton
8101,7012140,downtown,cycling,2131.6,240,hamilton
8100,7012140,clinic,walking,708.7,240,hamilton
8099,7012140,primary_school,walking,3701.8,240,hamilton
8098,7012140,hospital,cycling,1332.2,240,hamilton
8097,7012140,supermarket,walking,700.9,240,hamilton
8096,7012140,police_station,cycling,848.4,240,hamilton
8102,7012140,fire_station,walking,3236.5,240,hamilton
8121,7012141,supermarket,cycling,450.4,219,hamilton
8126,7012141,police_station,cycling,995.6,219,hamilton
8125,7012141,downtown,cycling,2139.0,219,hamilton
8124,7012141,downtown,walking,5961.5,219,hamilton
8123,7012141,hospital,walking,3746.3,219,hamilton
8122,7012141,clinic,cycling,416.8,219,hamilton
8120,7012141,police_station,walking,2632.4,219,hamilton
8127,7012141,library,walking,2859.6,219,hamilton
8118,7012141,clinic,walking,1123.1,219,hamilton
8112,7012141,primary_school,cycling,1451.1,219,hamilton
8113,7012141,primary_school,walking,4070.8,219,hamilton
8114,7012141,library,cycling,1026.1,219,hamilton
8119,7012141,fire_station,walking,2703.9,219,hamilton
8116,7012141,fire_station,cycling,967.9,219,hamilton
8117,7012141,hospital,cycling,1332.0,219,hamilton
8115,7012141,supermarket,walking,1213.5,219,hamilton
8143,7012142,library,walking,2858.6,129,hamilton
8142,7012142,hospital,cycling,1324.5,129,hamilton
8141,7012142,fire_station,cycling,960.4,129,hamilton
8140,7012142,supermarket,cycling,442.9,129,hamilton
8139,7012142,police_station,walking,2631.4,129,hamilton
8138,7012142,fire_station,walking,2703.8,129,hamilton
8136,7012142,clinic,cycling,409.3,129,hamilton
8137,7012142,police_station,cycling,988.1,129,hamilton
8134,7012142,primary_school,walking,4069.8,129,hamilton
8133,7012142,hospital,walking,3746.2,129,hamilton
8132,7012142,downtown,cycling,2131.5,129,hamilton
8131,7012142,supermarket,walking,1077.3,129,hamilton
8130,7012142,clinic,walking,1085.1,129,hamilton
8129,7012142,library,cycling,1018.6,129,hamilton
8128,7012142,primary_school,cycling,1443.6,129,hamilton
8135,7012142,downtown,walking,5961.4,129,hamilton
8153,7012143,library,cycling,991.8,105,hamilton
8158,7012143,primary_school,cycling,1416.8,105,hamilton
8157,7012143,police_station,walking,2500.0,105,hamilton
8156,7012143,downtown,cycling,2104.7,105,hamilton
8155,7012143,primary_school,walking,3938.4,105,hamilton
8159,7012143,downtown,walking,5877.2,105,hamilton
8152,7012143,police_station,cycling,961.3,105,hamilton
8154,7012143,supermarket,cycling,416.1,105,hamilton
8150,7012143,library,walking,2727.2,105,hamilton
8144,7012143,clinic,walking,990.7,105,hamilton
8145,7012143,clinic,cycling,382.5,105,hamilton
8146,7012143,fire_station,walking,2619.6,105,hamilton
8151,7012143,fire_station,cycling,933.6,105,hamilton
8148,7012143,hospital,cycling,1297.7,105,hamilton
8149,7012143,supermarket,walking,1081.1,105,hamilton
8147,7012143,hospital,walking,3662.0,105,hamilton
8175,7012144,fire_station,walking,3008.1,204,hamilton
8174,7012144,clinic,cycling,167.9,204,hamilton
8173,7012144,fire_station,cycling,1043.8,204,hamilton
8172,7012144,police_station,walking,1989.7,204,hamilton
8171,7012144,hospital,cycling,1230.5,204,hamilton
8169,7012144,downtown,cycling,2029.9,204,hamilton
8168,7012144,police_station,cycling,746.7,204,hamilton
8170,7012144,primary_school,walking,3428.1,204,hamilton
8166,7012144,supermarket,walking,539.7,204,hamilton
8165,7012144,supermarket,cycling,201.5,204,hamilton
8164,7012144,primary_school,cycling,1279.1,204,hamilton
8163,7012144,library,walking,2216.9,204,hamilton
8162,7012144,library,cycling,777.2,204,hamilton
8161,7012144,clinic,walking,480.4,204,hamilton
8160,7012144,hospital,walking,3610.8,204,hamilton
8167,7012144,downtown,walking,5709.5,204,hamilton
8191,7012145,primary_school,cycling,1415.2,123,hamilton
8190,7012145,clinic,cycling,328.6,123,hamilton
8189,7012145,supermarket,walking,943.1,123,hamilton
8188,7012145,supermarket,cycling,362.2,123,hamilton
8187,7012145,police_station,walking,2362.0,123,hamilton
8186,7012145,hospital,walking,3669.6,123,hamilton
8185,7012145,fire_station,walking,2627.2,123,hamilton
8184,7012145,downtown,walking,5884.8,123,hamilton
8183,7012145,hospital,cycling,1296.1,123,hamilton
8181,7012145,clinic,walking,852.7,123,hamilton
8176,7012145,primary_school,walking,3800.4,123,hamilton
8177,7012145,downtown,cycling,2103.1,123,hamilton
8182,7012145,fire_station,cycling,932.0,123,hamilton
8179,7012145,police_station,cycling,907.4,123,hamilton
8180,7012145,library,cycling,937.9,123,hamilton
8178,7012145,library,walking,2589.2,123,hamilton
8207,7012146,downtown,walking,5753.5,126,hamilton
8206,7012146,fire_station,walking,3052.1,126,hamilton
8205,7012146,supermarket,cycling,302.6,126,hamilton
8204,7012146,library,cycling,878.3,126,hamilton
8203,7012146,police_station,cycling,847.8,126,hamilton
8201,7012146,hospital,cycling,1331.6,126,hamilton
8199,7012146,police_station,walking,2033.7,126,hamilton
8202,7012146,downtown,cycling,2131.0,126,hamilton
8197,7012146,primary_school,walking,3472.1,126,hamilton
8196,7012146,fire_station,cycling,1080.7,126,hamilton
8195,7012146,primary_school,cycling,1380.2,126,hamilton
8194,7012146,hospital,walking,3654.8,126,hamilton
8193,7012146,clinic,walking,524.4,126,hamilton
8192,7012146,clinic,cycling,269.0,126,hamilton
8198,7012146,supermarket,walking,614.8,126,hamilton
8200,7012146,library,walking,2260.9,126,hamilton
8216,7012147,fire_station,walking,2464.3,144,hamilton
8223,7012147,library,cycling,988.8,144,hamilton
8222,7012147,downtown,cycling,2046.7,144,hamilton
8221,7012147,police_station,cycling,981.8,144,hamilton
8220,7012147,police_station,walking,2628.6,144,hamilton
8219,7012147,primary_school,walking,3882.1,144,hamilton
8218,7012147,clinic,cycling,403.0,144,hamilton
8217,7012147,clinic,walking,1119.3,144,hamilton
8215,7012147,library,walking,2747.3,144,hamilton
8213,7012147,fire_station,cycling,875.6,144,hamilton
8212,7012147,hospital,walking,3506.7,144,hamilton
8211,7012147,supermarket,cycling,436.6,144,hamilton
8210,7012147,primary_school,cycling,1358.8,144,hamilton
8209,7012147,hospital,cycling,1239.7,144,hamilton
8208,7012147,supermarket,walking,1209.7,144,hamilton
8214,7012147,downtown,walking,5721.9,144,hamilton
8239,7012148,hospital,cycling,1163.5,123,hamilton
8238,7012148,downtown,cycling,1962.9,123,hamilton
8237,7012148,supermarket,cycling,33.2,123,hamilton
8236,7012148,clinic,walking,262.0,123,hamilton
8235,7012148,fire_station,cycling,976.8,123,hamilton
8234,7012148,clinic,cycling,100.9,123,hamilton
8233,7012148,downtown,walking,5511.7,123,hamilton
8232,7012148,primary_school,walking,3230.3,123,hamilton
8231,7012148,supermarket,walking,94.6,123,hamilton
8229,7012148,fire_station,walking,2810.3,123,hamilton
8228,7012148,primary_school,cycling,1212.1,123,hamilton
8227,7012148,police_station,cycling,679.7,123,hamilton
8226,7012148,library,cycling,710.2,123,hamilton
8225,7012148,police_station,walking,1791.9,123,hamilton
8224,7012148,hospital,walking,3413.0,123,hamilton
8230,7012148,library,walking,2019.1,123,hamilton
8249,7012149,fire_station,cycling,1036.4,186,hamilton
8254,7012149,police_station,walking,1927.4,186,hamilton
8253,7012149,primary_school,cycling,1271.7,186,hamilton
8252,7012149,clinic,walking,418.1,186,hamilton
8251,7012149,hospital,cycling,1223.1,186,hamilton
8250,7012149,library,walking,2154.6,186,hamilton
8248,7012149,hospital,walking,3548.5,186,hamilton
8255,7012149,library,cycling,769.8,186,hamilton
8246,7012149,supermarket,cycling,194.1,186,hamilton
8240,7012149,primary_school,walking,3365.8,186,hamilton
8241,7012149,supermarket,walking,508.5,186,hamilton
8242,7012149,downtown,cycling,2022.5,186,hamilton
8247,7012149,downtown,walking,5647.2,186,hamilton
8244,7012149,fire_station,walking,2945.8,186,hamilton
8245,7012149,police_station,cycling,739.3,186,hamilton
8243,7012149,clinic,cycling,160.5,186,hamilton
8271,7012150,downtown,cycling,2060.2,186,hamilton
8270,7012150,library,cycling,807.5,186,hamilton
8269,7012150,downtown,walking,5656.8,186,hamilton
8268,7012150,hospital,cycling,1260.8,186,hamilton
8267,7012150,primary_school,walking,3375.4,186,hamilton
8266,7012150,fire_station,walking,2955.4,186,hamilton
8264,7012150,police_station,walking,1937.0,186,hamilton
8265,7012150,supermarket,walking,518.1,186,hamilton
8262,7012150,supermarket,cycling,231.8,186,hamilton
8261,7012150,primary_school,cycling,1309.4,186,hamilton
8260,7012150,clinic,walking,427.7,186,hamilton
8259,7012150,fire_station,cycling,1009.9,186,hamilton
8258,7012150,police_station,cycling,777.0,186,hamilton
